mileage,make,model,fuel,gear,offerType,price,hp,year
7274,ford,focus,Electric/Gasoline,Manual,Employee's car,24550,155,2020
3509,smart,fortwo,Electric,Automatic,Employee's car,19980,82,2020
13911,ford,mondeo,Electric/Gasoline,Automatic,Employee's car,24950,140,2020
2000,mazda,mx-30,Electric,Automatic,Demonstration,24980,145,2021
50,nissan,leaf,Electric,Automatic,Demonstration,29197,218,2021
10,opel,grandland x,Electric/Gasoline,Automatic,Used,33850,224,2021
5,hyundai,kona elektro,Electric,Automatic,Demonstration,35290,204,2021
10,citroen,c4,Electric,Automatic,Used,35450,136,2021
500,opel,mokka-e,Electric,Automatic,Demonstration,33490,77,2021
50,toyota,c-hr,Electric/Gasoline,Automatic,Demonstration,36990,152,2021
50,toyota,corolla,Electric/Gasoline,Automatic,Pre-registered,37490,152,2021
50,toyota,corolla,Electric/Gasoline,Automatic,Pre-registered,37770,152,2021
9900,porsche,taycan,Electric,Automatic,Demonstration,117900,381,2021
9000,skoda,enyaq,Electric,Automatic,Demonstration,36790,179,2021
10,mitsubishi,eclipse cross,Electric/Gasoline,Automatic,Demonstration,37590,188,2021
10,mitsubishi,eclipse cross,Electric/Gasoline,Automatic,Demonstration,37790,188,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,13990,71,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,14290,71,2021
200,suzuki,swift,Electric/Gasoline,Manual,Used,14290,83,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,14490,71,2021
15,ford,tourneo custom,Electric/Diesel,Manual,Pre-registered,39970,185,2021
150,fiat,500,Electric/Gasoline,Manual,Demonstration,14555,69,2021
4800,skoda,unknown model,Electric,Automatic,Demonstration,41879,179,2021
10,citroen,spacetourer,Electric,Automatic,Used,43440,136,2021
1999,peugeot,traveller,Electric,Automatic,Used,44890,136,2021
15,fiat,500,Electric/Gasoline,Manual,Demonstration,14775,69,2021
99,fiat,500c,Electric/Gasoline,Manual,Pre-registered,14990,71,2021
4000,audi,q3,Electric/Gasoline,Automatic,Demonstration,47904,150,2021
100,hyundai,santa fe,Electric/Gasoline,Automatic,Pre-registered,50790,230,2021
100,peugeot,3008,Electric/Gasoline,Automatic,Used,51995,300,2021
10,fiat,500c,Electric/Gasoline,Manual,Pre-registered,15550,71,2021
100,suzuki,swift,Electric/Gasoline,Manual,Demonstration,15790,83,2021
100,hyundai,santa fe,Electric/Gasoline,Automatic,Pre-registered,55390,265,2021
10,citroen,spacetourer,Electric,Automatic,Used,55440,136,2021
5000,volkswagen,passat variant,Electric/Gasoline,Automatic,Demonstration,55900,218,2021
14000,ds,automobiles ds 7 crossback,Electric/Gasoline,Automatic,Used,59995,299,2021
4500,mercedes-benz,glc 300,Electric/Gasoline,Automatic,Demonstration,64870,211,2021
10,suzuki,ignis,Electric/Gasoline,Manual,Demonstration,15800,83,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,15990,71,2021
6000,volvo,xc40,Electric,Automatic,Demonstration,69285,408,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,16490,71,2021
11,mazda,2,Electric/Gasoline,Manual,Pre-registered,16490,90,2021
2000,mazda,2,Electric/Gasoline,Manual,Used,16790,90,2021
3000,mercedes-benz,eqv 300,Electric,Automatic,Demonstration,83870,204,2021
5100,dodge,ram,Electric/Gasoline,Automatic,Used,94999,401,2021
3000,porsche,taycan,Electric,Automatic,Demonstration,100990,381,2021
6010,porsche,taycan,Electric,Automatic,Demonstration,107800,381,2021
3000,porsche,taycan,Electric,Automatic,Demonstration,108990,381,2021
6010,porsche,cayenne,Electric/Gasoline,Automatic,Demonstration,114700,462,2021
6010,porsche,taycan,Electric,Automatic,Demonstration,114800,381,2021
3500,porsche,cayenne,Electric/Gasoline,Automatic,Demonstration,114990,462,2021
4950,porsche,cayenne,Electric/Gasoline,Automatic,Demonstration,115900,462,2021
6010,porsche,taycan,Electric,Automatic,Demonstration,116800,381,2021
5000,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,129700,462,2021
1000,renault,twingo,Electric,Automatic,Demonstration,16990,82,2021
15,hyundai,i20,Electric/Gasoline,Manual,Pre-registered,16990,101,2021
10,fiat,500,Electric/Gasoline,Manual,Pre-registered,13590,69,2021
10,fiat,500,Electric/Gasoline,Manual,Pre-registered,13740,69,2021
4950,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,133990,462,2021
3500,porsche,taycan,Electric,Automatic,Demonstration,134500,489,2021
3000,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,134990,462,2021
4950,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,135990,560,2021
3000,porsche,taycan,Electric,Automatic,Demonstration,137990,489,2021
9900,porsche,taycan,Electric,Automatic,Demonstration,141990,489,2021
6010,porsche,taycan,Electric,Automatic,Demonstration,147900,625,2021
3500,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,149800,560,2021
1990,porsche,taycan,Electric,Automatic,Demonstration,175990,625,2021
234,fiat,panda,Electric/Gasoline,Manual,Demonstration,11990,69,2021
292,fiat,500,Electric/Gasoline,Manual,Demonstration,13690,69,2021
3000,suzuki,ignis,Electric/Gasoline,Manual,Demonstration,14800,83,2021
50,suzuki,swift,Electric/Gasoline,Manual,Pre-registered,14990,83,2021
99,fiat,500c,Electric/Gasoline,Manual,Pre-registered,17490,71,2021
50,suzuki,swift,Electric/Gasoline,Automatic,Pre-registered,15990,83,2021
50,suzuki,vitara,Electric/Gasoline,Manual,Pre-registered,17900,129,2021
50,suzuki,sx4 s-cross,Electric/Gasoline,Automatic,Pre-registered,22990,129,2021
50,suzuki,vitara,Electric/Gasoline,Automatic,Pre-registered,22990,129,2021
5000,suzuki,vitara,Electric/Gasoline,Automatic,Demonstration,23990,129,2021
50,suzuki,vitara,Electric/Gasoline,Automatic,Pre-registered,26990,129,2021
7,fiat,panda,Electric/Gasoline,Manual,Demonstration,13390,69,2021
5000,mazda,2,Electric/Gasoline,Manual,Demonstration,14493,90,2021
6075,suzuki,swift,Electric/Gasoline,Manual,Employee's car,13989,83,2021
10,fiat,500,Electric,Automatic,Demonstration,33690,0,2021
10,fiat,500c,Electric,Automatic,Demonstration,36890,0,2021
50,jaguar,e-pace,Electric/Gasoline,Automatic,Pre-registered,37900,160,2021
2150,mini,cooper se,Electric/Gasoline,Automatic,Demonstration,41980,220,2021
50,jaguar,e-pace,Electric/Gasoline,Automatic,Pre-registered,42900,160,2021
2250,bmw,i3,Electric,Automatic,Demonstration,43090,102,2021
15,hyundai,i20,Electric/Gasoline,Manual,Pre-registered,17990,101,2021
99,renault,zoe,Electric,Automatic,Pre-registered,21780,136,2021
3,peugeot,208,Electric,Automatic,Demonstration,23680,136,2021
10,hyundai,i20,Electric/Gasoline,Automatic,Pre-registered,22490,120,2021
10,opel,corsa,Electric,Automatic,Used,22850,136,2021
1001,renault,zoe,Electric,Automatic,Demonstration,25637,107,2021
35,kia,unknown model,Electric/Gasoline,Automatic,Pre-registered,27440,141,2021
35,kia,niro,Electric/Gasoline,Automatic,Pre-registered,28440,141,2021
10,kia,xceed,Electric/Diesel,Manual,Pre-registered,25603,136,2021
10,renault,clio,Electric/Gasoline,Automatic,Demonstration,25870,140,2021
150,suzuki,swace,Electric/Gasoline,Automatic,Demonstration,26790,98,2021
5,hyundai,kona elektro,Electric,Automatic,Pre-registered,23590,136,2021
5,hyundai,kona elektro,Electric,Automatic,Employee's car,23990,136,2021
5,hyundai,kona,Electric,Automatic,Demonstration,23990,136,2021
35,kia,unknown model,Electric/Gasoline,Automatic,Pre-registered,30440,141,2021
35,kia,unknown model,Electric,Automatic,Pre-registered,32440,204,2021
15,ford,kuga,Electric/Gasoline,Automatic,Demonstration,33990,224,2021
35,kia,niro,Electric/Gasoline,Automatic,Pre-registered,35640,141,2021
35,kia,e-niro,Electric,Automatic,Pre-registered,37480,204,2021
100,renault,zoe,Electric,Automatic,Pre-registered,28800,69,2021
4989,cupra,formentor,Electric/Gasoline,Automatic,Demonstration,42690,150,2021
900,jeep,compass,Electric/Gasoline,Automatic,Demonstration,42890,189,2021
320,seat,tarraco,Electric/Gasoline,Automatic,Demonstration,44990,150,2021
3000,renault,megane,Electric/Gasoline,Automatic,Demonstration,34160,158,2021
2500,renault,megane,Electric/Gasoline,Automatic,Demonstration,34660,158,2021
7900,audi,a3,Electric/Gasoline,Automatic,Used,35842,150,2021
2000,peugeot,3008,Electric/Gasoline,Automatic,Demonstration,38690,224,2021
10,ford,kuga,Electric/Gasoline,Automatic,Pre-registered,39900,190,2021
10,ford,s-max,Electric/Gasoline,Automatic,Pre-registered,41990,190,2021
3246,ford,kuga,Electric/Gasoline,Automatic,Demonstration,45600,152,2021
5,skoda,superb,Electric/Gasoline,Automatic,New,52990,156,2021
200,jeep,wrangler,Electric/Gasoline,Automatic,Demonstration,67890,381,2021
3500,volkswagen,tiguan,Electric/Gasoline,Automatic,Demonstration,47560,150,2021
1800,ds,automobiles ds 7 crossback,Electric/Gasoline,Automatic,Used,53690,299,2021
2000,tesla,unknown model,Electric,Automatic,Used,57020,487,2021
1000,polestar,2,Electric,Automatic,Used,59980,408,2021
3500,mercedes-benz,glc 300,Electric/Diesel,Automatic,Demonstration,62490,194,2021
4000,polestar,2,Electric,Automatic,Used,67350,408,2021
300,citroen,c4,Electric,Automatic,Demonstration,28540,136,2021
5,hyundai,ioniq,Electric,Automatic,Demonstration,28690,136,2021
10,opel,corsa,Electric,Automatic,Used,28850,136,2021
9900,porsche,taycan,Electric,Automatic,Demonstration,109500,476,2021
12900,porsche,taycan,Electric,Automatic,Used,109900,476,2021
9999,audi,e-tron,Electric,Automatic,Used,109937,476,2021
9900,porsche,taycan,Electric,Automatic,Demonstration,129500,571,2021
12900,porsche,taycan,Electric,Automatic,Used,129900,571,2021
9900,porsche,panamera,Electric/Gasoline,Automatic,Demonstration,154900,560,2021
3700,volkswagen,touareg,Electric/Gasoline,Automatic,Demonstration,86970,340,2021
9982,mercedes-benz,a 250,Electric/Gasoline,Automatic,Employee's car,37900,160,2021
1000,hyundai,santa fe,Electric/Gasoline,Automatic,Used,50469,265,2021
10,opel,corsa,Electric,Automatic,Used,29440,136,2021
2000,hyundai,ioniq,Electric,Manual,Demonstration,29490,136,2021
649,hyundai,kona,Electric/Gasoline,Automatic,Demonstration,30495,141,2021
45,bmw,ix3,Electric,unknown gear,Used,58000,286,2021
9999,volvo,xc60,Electric/Gasoline,Automatic,Demonstration,76990,341,2021
10,citroen,c5 aircross,Electric/Gasoline,Automatic,Used,32440,224,2021
10,citroen,c5 aircross,Electric/Gasoline,Automatic,Used,32850,224,2021
500,mitsubishi,outlander,Electric/Gasoline,Automatic,Demonstration,33190,224,2021
500,fiat,500,Electric/Gasoline,Manual,Demonstration,11805,69,2021
99,fiat,500,Electric/Gasoline,Manual,Pre-registered,12490,71,2021
550,fiat,500,Electric/Gasoline,Manual,Demonstration,12805,69,2021
837,fiat,panda,Electric/Gasoline,Manual,Demonstration,12805,69,2021
